"role,username,day,start_time,end_time,subject,course,room,teacher"
"Student,bsda6,FRIDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,FRIDAY,11:40,12:30,TIME SERIES LAB (Batch 1),BDSA-VI,Lab,TS Lab Faculty"
"Student,bsda6,FRIDAY,12:30,01:20,STUDY BUDDY SESSION,BDSA-VI,R-804,Mentor"
"Student,bsda6,FRIDAY,01:20,02:10,STUDY BUDDY SESSION,BDSA-VI,R-804,Mentor"
"Student,bsda6,FRIDAY,02:10,03:00,AI LAB (Batch 2),BDSA-VI,Lab,AI Lab Faculty"
"Student,bsda6,FRIDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,FRIDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,FRIDAY,04:40,05:30,FREE,BDSA-VI,,,"

"Student,bsda6,SATURDAY,08:40,09:30,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,SATURDAY,09:30,10:20,STUDY BUDDY SESSION,BDSA-VI,R-804,Mentor"
"Student,bsda6,SATURDAY,10:20,11:10,MENTORING / CLUB ACTIVITIES,BDSA-VI,R-804,Club Incharge"
"Student,bsda6,SATURDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,SATURDAY,11:40,12:30,MENTORING / CLUB ACTIVITIES,BDSA-VI,R-804,Club Incharge"
"Student,bsda6,SATURDAY,12:30,01:20,FREE,BDSA-VI,,,"
"Student,bsda6,SATURDAY,01:20,02:10,FREE,BDSA-VI,,,"
"Student,bsda6,SATURDAY,02:10,03:00,FREE,BDSA-VI,,,"
"Student,bsda6,SATURDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,SATURDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,SATURDAY,04:40,05:30,FREE,BDSA-VI,,,"
