"role,username,day,start_time,end_time,subject,course,room,teacher"
"Student,bsda2,MONDAY,08:40,09:30,TC - OS,BSDA-II,R-304,TC-OS"
"Student,bsda2,MONDAY,09:30,10:20,OS,BSDA-II,R-304,TC-OS"
"Student,bsda2,MONDAY,10:20,11:10,R PROGRAMMING LAB (Batch 1),BSDA-II,304/306/303/LH2,Lab Faculty"
"Student,bsda2,MONDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,MONDAY,11:40,12:30,LANGUAGE,BSDA-II,304/306/303/LH2,Language Faculty"
"Student,bsda2,MONDAY,12:30,01:20,R PROGRAMMING,BSDA-II,R-304,TC-R"
"Student,bsda2,MONDAY,01:20,02:10,OS LAB (Batch 2),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,MONDAY,02:10,03:00,BM II LAB (Batch 3),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,MONDAY,03:00,03:50,FREE,BSDA-II,,,"
"Student,bsda2,MONDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,MONDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda2,TUESDAY,08:40,09:30,TC - OS,BSDA-II,R-304,TC-OS"
"Student,bsda2,TUESDAY,09:30,10:20,TC - R PROGRAMMING,BSDA-II,R-304,TC-R"
"Student,bsda2,TUESDAY,10:20,11:10,R PROGRAMMING,BSDA-II,R-304,TC-R"
"Student,bsda2,TUESDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,TUESDAY,11:40,12:30,BM II,BSDA-II,R-304,TC-BM"
"Student,bsda2,TUESDAY,12:30,01:20,OS LAB (Batch 1),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,TUESDAY,01:20,02:10,FREE,BSDA-II,,,"
"Student,bsda2,TUESDAY,02:10,03:00,TC - BM II,BSDA-II,R-304,TC-BM"
"Student,bsda2,TUESDAY,03:00,03:50,FREE,BSDA-II,,,"
"Student,bsda2,TUESDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,TUESDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda2,WEDNESDAY,08:40,09:30,OS,BSDA-II,R-304,TC-OS"
"Student,bsda2,WEDNESDAY,09:30,10:20,ENGLISH,BSDA-II,R-304,English Faculty"
"Student,bsda2,WEDNESDAY,10:20,11:10,BM II,BSDA-II,R-304,TC-BM"
"Student,bsda2,WEDNESDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,WEDNESDAY,11:40,12:30,R PROGRAMMING,BSDA-II,R-304,TC-R"
"Student,bsda2,WEDNESDAY,12:30,01:20,TD-PCL,BSDA-II,,,"
"Student,bsda2,WEDNESDAY,01:20,02:10,R PROGRAMMING LAB (Batch 2),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,WEDNESDAY,02:10,03:00,BM II LAB (Batch 1),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,WEDNESDAY,03:00,03:50,FREE,BSDA-II,,,"
"Student,bsda2,WEDNESDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,WEDNESDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda2,THURSDAY,08:40,09:30,GUVI HCL SESSION,BSDA-II,R-304,GUVI Mentor"
"Student,bsda2,THURSDAY,09:30,10:20,GUVI HCL SESSION,BSDA-II,R-304,GUVI Mentor"
"Student,bsda2,THURSDAY,10:20,11:10,GUVI HCL SESSION,BSDA-II,R-304,GUVI Mentor"
"Student,bsda2,THURSDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,THURSDAY,11:40,12:30,LANGUAGE,BSDA-II,301/304/306/804,Language Faculty"
"Student,bsda2,THURSDAY,12:30,01:20,ENGLISH,BSDA-II,R-304,English Faculty"
"Student,bsda2,THURSDAY,01:20,02:10,OS LAB (Batch 3),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,THURSDAY,02:10,03:00,FREE,BSDA-II,,,"
"Student,bsda2,THURSDAY,03:00,03:50,FREE,BSDA-II,,,"
"Student,bsda2,THURSDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,THURSDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda2,FRIDAY,08:40,09:30,OS,BSDA-II,R-304,TC-OS"
"Student,bsda2,FRIDAY,09:30,10:20,R PROGRAMMING LAB (Batch 3),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,FRIDAY,10:20,11:10,BM II,BSDA-II,R-304,TC-BM"
"Student,bsda2,FRIDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,FRIDAY,11:40,12:30,LANGUAGE,BSDA-II,303/302/LH2/803,Language Faculty"
"Student,bsda2,FRIDAY,12:30,01:20,ENGLISH,BSDA-II,R-304,English Faculty"
"Student,bsda2,FRIDAY,01:20,02:10,STUDY BUDDY SESSION,BSDA-II,R-304,Faculty Mentor"
"Student,bsda2,FRIDAY,02:10,03:00,STUDY BUDDY SESSION,BSDA-II,R-304,Faculty Mentor"
"Student,bsda2,FRIDAY,03:00,03:50,BM II LAB (Batch 2),BSDA-II,Lab,Lab Faculty"
"Student,bsda2,FRIDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,FRIDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda2,SATURDAY,08:40,09:30,STUDY BUDDY SESSION,BSDA-II,R-304,Faculty Mentor"
"Student,bsda2,SATURDAY,09:30,10:20,STUDY BUDDY SESSION,BSDA-II,R-304,Faculty Mentor"
"Student,bsda2,SATURDAY,10:20,11:10,MENTORING / CLUB ACTIVITIES,BSDA-II,R-304,Club Incharge"
"Student,bsda2,SATURDAY,11:10,11:40,BREAK,BSDA-II,,,"
"Student,bsda2,SATURDAY,11:40,12:30,MENTORING / CLUB ACTIVITIES,BSDA-II,R-304,Club Incharge"
"Student,bsda2,SATURDAY,12:30,01:20,FREE,BSDA-II,,,"
"Student,bsda2,SATURDAY,01:20,02:10,FREE,BSDA-II,,,"
"Student,bsda2,SATURDAY,02:10,03:00,FREE,BSDA-II,,,"
"Student,bsda2,SATURDAY,03:00,03:50,FREE,BSDA-II,,,"
"Student,bsda2,SATURDAY,03:50,04:40,FREE,BSDA-II,,,"
"Student,bsda2,SATURDAY,04:40,05:30,FREE,BSDA-II,,,"

"Student,bsda4,MONDAY,08:40,09:30,TC - AS,BDSA-IV,R-305,TC-AS"
"Student,bsda4,MONDAY,09:30,10:20,REEH-Manjula (ITRC),BDSA-IV,R-305,Manjula"
"Student,bsda4,MONDAY,10:20,11:10,ITRC,BDSA-IV,R-305,ITRC Faculty"
"Student,bsda4,MONDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,MONDAY,11:40,12:30,AS (Advanced Statistics),BDSA-IV,R-305,AS Faculty"
"Student,bsda4,MONDAY,12:30,01:20,DV (Data Visualization),BDSA-IV,R-305,DV Faculty"
"Student,bsda4,MONDAY,01:20,02:10,MACHINE LEARNING LAB (Batch 1),BDSA-IV,Lab,ML Lab Faculty"
"Student,bsda4,MONDAY,02:10,03:00,DATA VISUALIZATION LAB (Batch 2),BDSA-IV,Lab,DV Lab Faculty"
"Student,bsda4,MONDAY,03:00,03:50,FREE,BDSA-IV,,,"
"Student,bsda4,MONDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,MONDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda4,TUESDAY,08:40,09:30,TC - ML,BDSA-IV,R-305,TC-ML"
"Student,bsda4,TUESDAY,09:30,10:20,FPSY 305 / REEH-Malatesh,BDSA-IV,R-305,FPSY Faculty"
"Student,bsda4,TUESDAY,10:20,11:10,ML (Machine Learning),BDSA-IV,R-305,ML Faculty"
"Student,bsda4,TUESDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,TUESDAY,11:40,12:30,DV (Data Visualization),BDSA-IV,R-305,DV Faculty"
"Student,bsda4,TUESDAY,12:30,01:20,AS (Advanced Statistics),BDSA-IV,R-305,AS Faculty"
"Student,bsda4,TUESDAY,01:20,02:10,TC - FPSY 305 / REEH-Malatesh,BDSA-IV,R-305,FPSY Faculty"
"Student,bsda4,TUESDAY,02:10,03:00,STUDY BUDDY SESSION,BDSA-IV,R-305,Mentor"
"Student,bsda4,TUESDAY,03:00,03:50,FREE,BDSA-IV,,,"
"Student,bsda4,TUESDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,TUESDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda4,WEDNESDAY,08:40,09:30,TC - ML,BDSA-IV,R-305,TC-ML"
"Student,bsda4,WEDNESDAY,09:30,10:20,ML (Machine Learning),BDSA-IV,R-305,ML Faculty"
"Student,bsda4,WEDNESDAY,10:20,11:10,ADVANCED STATISTICS LAB (Batch 2),BDSA-IV,Lab,AS Lab Faculty"
"Student,bsda4,WEDNESDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,WEDNESDAY,11:40,12:30,TD-PCL (Tutorial/Practice),BDSA-IV,,,"
"Student,bsda4,WEDNESDAY,12:30,01:20,DV (Data Visualization),BDSA-IV,R-305,DV Faculty"
"Student,bsda4,WEDNESDAY,01:20,02:10,TC - ITRC,BDSA-IV,R-305,ITRC Faculty"
"Student,bsda4,WEDNESDAY,02:10,03:00,DATA VISUALIZATION LAB (Batch 1),BDSA-IV,Lab,DV Lab Faculty"
"Student,bsda4,WEDNESDAY,03:00,03:50,FREE,BDSA-IV,,,"
"Student,bsda4,WEDNESDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,WEDNESDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda4,THURSDAY,08:40,09:30,TC - ML,BDSA-IV,R-305,TC-ML"
"Student,bsda4,THURSDAY,09:30,10:20,FPSY,BDSA-IV,R-305,FPSY Faculty"
"Student,bsda4,THURSDAY,10:20,11:10,ITRC,BDSA-IV,R-305,ITRC Faculty"
"Student,bsda4,THURSDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,THURSDAY,11:40,12:30,AS (Advanced Statistics),BDSA-IV,R-305,AS Faculty"
"Student,bsda4,THURSDAY,12:30,01:20,FREE,BDSA-IV,,,"
"Student,bsda4,THURSDAY,01:20,02:10,ISDC Session,BDSA-IV,Off Campus,ISDC Mentor"
"Student,bsda4,THURSDAY,02:10,03:00,ISDC Session,BDSA-IV,Off Campus,ISDC Mentor"
"Student,bsda4,THURSDAY,03:00,03:50,ISDC Session,BDSA-IV,Off Campus,ISDC Mentor"
"Student,bsda4,THURSDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,THURSDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda4,FRIDAY,08:40,09:30,TC - DV,BDSA-IV,R-305,TC-DV"
"Student,bsda4,FRIDAY,09:30,10:20,ITRC,BDSA-IV,R-305,ITRC Faculty"
"Student,bsda4,FRIDAY,10:20,11:10,MACHINE LEARNING LAB (Batch 2),BDSA-IV,Lab,ML Lab Faculty"
"Student,bsda4,FRIDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,FRIDAY,11:40,12:30,ML (Machine Learning),BDSA-IV,R-305,ML Faculty"
"Student,bsda4,FRIDAY,12:30,01:20,FPSY / REEH-Chethan,BDSA-IV,R-305,FPSY Faculty"
"Student,bsda4,FRIDAY,01:20,02:10,STUDY BUDDY SESSION,BDSA-IV,R-305,Mentor"
"Student,bsda4,FRIDAY,02:10,03:00,STUDY BUDDY SESSION,BDSA-IV,R-305,Mentor"
"Student,bsda4,FRIDAY,03:00,03:50,ADVANCED STATISTICS LAB (Batch 1),BDSA-IV,Lab,AS Lab Faculty"
"Student,bsda4,FRIDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,FRIDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda4,SATURDAY,08:40,09:30,STUDY BUDDY SESSION,BDSA-IV,R-305,Mentor"
"Student,bsda4,SATURDAY,09:30,10:20,STUDY BUDDY SESSION,BDSA-IV,R-305,Mentor"
"Student,bsda4,SATURDAY,10:20,11:10,MENTORING / CLUB ACTIVITIES,BDSA-IV,R-305,Club Incharge"
"Student,bsda4,SATURDAY,11:10,11:40,BREAK,BDSA-IV,,,"
"Student,bsda4,SATURDAY,11:40,12:30,MENTORING / CLUB ACTIVITIES,BDSA-IV,R-305,Club Incharge"
"Student,bsda4,SATURDAY,12:30,01:20,FREE,BDSA-IV,,,"
"Student,bsda4,SATURDAY,01:20,02:10,FREE,BDSA-IV,,,"
"Student,bsda4,SATURDAY,02:10,03:00,FREE,BDSA-IV,,,"
"Student,bsda4,SATURDAY,03:00,03:50,FREE,BDSA-IV,,,"
"Student,bsda4,SATURDAY,03:50,04:40,FREE,BDSA-IV,,,"
"Student,bsda4,SATURDAY,04:40,05:30,FREE,BDSA-IV,,,"

"Student,bsda6,MONDAY,08:40,09:30,MARKETING ANALYTICS LAB,BDSA-VI,R-804,MA Faculty"
"Student,bsda6,MONDAY,09:30,10:20,TS (Time Series),BDSA-VI,R-804,TS Faculty"
"Student,bsda6,MONDAY,10:20,11:10,AI,BDSA-VI,R-804,AI Faculty"
"Student,bsda6,MONDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,MONDAY,11:40,12:30,PSY 804,BDSA-VI,R-804,PSY Faculty"
"Student,bsda6,MONDAY,12:30,01:20,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,MONDAY,01:20,02:10,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,MONDAY,02:10,03:00,FREE,BDSA-VI,,,"
"Student,bsda6,MONDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,MONDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,MONDAY,04:40,05:30,FREE,BDSA-VI,,,"

"Student,bsda6,TUESDAY,08:40,09:30,ADVANCED ANALYTICS LAB,BDSA-VI,R-804,AA Lab Faculty"
"Student,bsda6,TUESDAY,09:30,10:20,PSY 804 / GFS 306,BDSA-VI,R-804,PSY Faculty"
"Student,bsda6,TUESDAY,10:20,11:10,AA 804 / MA 306,BDSA-VI,R-804,MA Faculty"
"Student,bsda6,TUESDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,TUESDAY,11:40,12:30,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,TUESDAY,12:30,01:20,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,TUESDAY,01:20,02:10,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,TUESDAY,02:10,03:00,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,TUESDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,TUESDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,TUESDAY,04:40,05:30,FREE,BDSA-VI,,,"

"Student,bsda6,WEDNESDAY,08:40,09:30,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,WEDNESDAY,09:30,10:20,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,WEDNESDAY,10:20,11:10,AI,BDSA-VI,R-804,AI Faculty"
"Student,bsda6,WEDNESDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,WEDNESDAY,11:40,12:30,AA 804 / MA 302,BDSA-VI,R-804,MA Faculty"
"Student,bsda6,WEDNESDAY,12:30,01:20,TD-PCL,BDSA-VI,,,"
"Student,bsda6,WEDNESDAY,01:20,02:10,GFS 306,BDSA-VI,R-804,GFS Faculty"
"Student,bsda6,WEDNESDAY,02:10,03:00,PROJECT ADVANCEMENT,BDSA-VI,R-804,Guide"
"Student,bsda6,WEDNESDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,WEDNESDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,WEDNESDAY,04:40,05:30,FREE,BDSA-VI,,,"

"Student,bsda6,THURSDAY,08:40,09:30,TS (Time Series),BDSA-VI,R-804,TS Faculty"
"Student,bsda6,THURSDAY,09:30,10:20,AA 804 / MA 306,BDSA-VI,R-804,MA Faculty"
"Student,bsda6,THURSDAY,10:20,11:10,AI LAB (Batch 1),BDSA-VI,Lab,AI Lab Faculty"
"Student,bsda6,THURSDAY,11:10,11:40,BREAK,BDSA-VI,,,"
"Student,bsda6,THURSDAY,11:40,12:30,ISDC SESSION,BDSA-VI,Off Campus,ISDC Mentor"
"Student,bsda6,THURSDAY,12:30,01:20,ISDC SESSION,BDSA-VI,Off Campus,ISDC Mentor"
"Student,bsda6,THURSDAY,01:20,02:10,ISDC SESSION,BDSA-VI,Off Campus,ISDC Mentor"
"Student,bsda6,THURSDAY,02:10,03:00,ISDC SESSION,BDSA-VI,Off Campus,ISDC Mentor"
"Student,bsda6,THURSDAY,03:00,03:50,FREE,BDSA-VI,,,"
"Student,bsda6,THURSDAY,03:50,04:40,FREE,BDSA-VI,,,"
"Student,bsda6,THURSDAY,04:40,05:30,FREE,BDSA-VI,,,"

"Student,bsda6,FRIDAY,08:40,09:30,PSY 804 / GFS 306,BDSA-VI,R-804,PSY Faculty"
"Student,bsda6,FRIDAY,09:30,10:20,AI,BDSA-VI,R-804,AI Faculty"
"Student,bsda6,FRIDAY,10:20,11:10,TS (Time Series),BDSA-VI,R-804,TS Faculty"
